,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
alpha_user_raw[55],0.386062,0.0130892,0.859878,0.866523,-1.02121,0.391397,1.79587,4334.39,2398.78,5.18683,1.00049
alpha_user_raw[56],-0.234167,0.0149155,0.966165,0.992656,-1.80462,-0.238029,1.35509,4203.95,2923.31,5.03074,1.0013
alpha_user_raw[57],-0.218857,0.0152902,0.970443,0.962118,-1.8259,-0.229817,1.35868,4065.31,2457.91,4.86484,1.00166
alpha_user_raw[58],-0.443139,0.0137,0.958465,0.942878,-2.03793,-0.447786,1.14803,4916.25,2778.36,5.88313,1.00015
alpha_user_raw[59],-0.23761,0.01376,0.970284,0.977142,-1.8284,-0.223894,1.3583,5003.44,2676.54,5.98747,1.0004
alpha_user_raw[60],-0.26184,0.013565,0.962601,0.959365,-1.82372,-0.255919,1.32613,5059.38,2532.07,6.05441,1.00027
alpha_user_raw[61],0.452115,0.0133837,0.924448,0.958932,-1.0883,0.453938,1.95941,4788.13,2727.33,5.72982,0.99997
alpha_user_raw[62],-0.218469,0.0133634,0.936516,0.931141,-1.73786,-0.239538,1.31242,4914.8,2874.68,5.88139,1.00026
alpha_user_raw[63],-0.205147,0.0144066,0.915719,0.898703,-1.71241,-0.191303,1.28394,4082.24,2120.86,4.8851,1.00206
alpha_user_raw[64],-0.621274,0.0133102,0.934283,0.939141,-2.13875,-0.607764,0.876634,4992.16,2454.71,5.97397,1.00149
alpha_user_raw[65],-0.21705,0.0129993,0.98034,0.951979,-1.85136,-0.217533,1.37363,5683.46,2822.54,6.80123,0.99988
alpha_user_raw[66],0.236987,0.0159956,0.979157,0.974163,-1.3602,0.21815,1.88048,4206.02,2723.57,5.03322,1.00029
alpha_user_raw[67],0.253026,0.0140323,0.97736,0.982129,-1.39894,0.252241,1.86361,4865.25,2461.18,5.8221,1.00136
alpha_user_raw[68],0.22579,0.0141752,0.937602,0.947329,-1.31193,0.217326,1.76939,4398.6,2569.88,5.26367,1.00001
alpha_user_raw[69],-0.233547,0.0168069,1.01295,0.983101,-1.91846,-0.225249,1.4176,3791.62,2523.66,4.53732,1.00133
alpha_user_raw[70],0.373671,0.0124135,0.909505,0.863833,-1.11654,0.375833,1.8802,5381.48,2783.03,6.43986,1.00103
alpha_user_raw[71],-0.688333,0.010588,0.764897,0.767666,-1.94299,-0.681997,0.56302,5320.48,2545.59,6.36686,1.0004
alpha_user_raw[72],-0.802179,0.0147887,0.925711,0.906008,-2.32797,-0.805601,0.720347,3999.54,2468.43,4.78613,1.00243
alpha_user_raw[73],0.795945,0.0132979,0.920228,0.929954,-0.683524,0.799548,2.31011,4837.45,2307.01,5.78884,1.00135
alpha_user_raw[74],0.212414,0.0147098,0.987678,0.990651,-1.44832,0.231362,1.80219,4580.02,2813.96,5.48077,1.0011
alpha_user_raw[75],0.207104,0.0123338,0.846826,0.832166,-1.22476,0.212623,1.58081,4774.14,2538.21,5.71307,1.00065
alpha_user_raw[76],-0.240186,0.0140522,0.978357,1.00093,-1.88081,-0.231591,1.3519,4893.25,2918.93,5.85561,1.00021
alpha_user_raw[77],-0.22336,0.0134954,0.955619,0.9571,-1.79222,-0.244126,1.34608,5041.61,2702.17,6.03315,1.00005
alpha_user_raw[78],-0.229268,0.0158649,0.97529,0.966302,-1.84605,-0.236275,1.3689,3834.34,2424.3,4.58844,1.00599
alpha_user_raw[79],-0.405238,0.0137598,0.979032,0.995226,-2.05824,-0.406434,1.20687,5058.47,2744.49,6.05332,1.00086
alpha_user_raw[80],-0.959456,0.0114488,0.78232,0.81275,-2.2531,-0.950113,0.292862,4724.83,2548.62,5.65406,1.00166
alpha_user_raw[81],-0.228061,0.0141747,0.987934,0.958803,-1.8903,-0.23742,1.45488,4763.35,3059.71,5.70017,1.00173
alpha_user_raw[82],0.239316,0.0138604,0.991593,0.987647,-1.42034,0.238744,1.874,5156.96,2825.35,6.17118,1.00027
alpha_user_raw[83],0.245762,0.015223,1.01979,0.99995,-1.45118,0.240239,1.91963,4497.97,2489.99,5.38258,1.00074
alpha_user_raw[84],-0.22743,0.0145013,0.997763,0.987269,-1.87532,-0.216363,1.43258,4793.34,2361.18,5.73605,1.00194
alpha_user_raw[85],0.449062,0.0137119,0.93976,0.953275,-1.04153,0.429045,2.0192,4718.9,2913.3,5.64697,1.00185
alpha_user_raw[86],-0.235579,0.0145004,0.972328,0.961831,-1.86392,-0.224956,1.35624,4532.13,2580.05,5.42346,1.00145
alpha_user_raw[87],0.0141098,0.014526,0.944876,0.958314,-1.51654,0.0172777,1.57093,4296.77,2550.39,5.14181,1.00156
alpha_user_raw[88],0.233425,0.0138507,0.982723,1.00991,-1.39205,0.217009,1.83651,5129.56,2757.52,6.1384,1.00321
alpha_user_raw[89],-0.778456,0.00965367,0.664836,0.673726,-1.88948,-0.770899,0.323834,4788.81,2909.23,5.73063,0.999957
alpha_user_raw[90],-0.251943,0.0146371,0.971824,0.994553,-1.82075,-0.264075,1.31941,4469.9,2668.95,5.349,1.00019
alpha_user_raw[91],0.384232,0.00705945,0.470835,0.481566,-0.397608,0.390857,1.15252,4466.42,2901.54,5.34483,1.00008
alpha_user_raw[92],0.00381333,0.0108577,0.820206,0.812087,-1.33452,0.00681857,1.35988,5840.21,2416.67,6.9888,1.00072
alpha_user_raw[93],0.213268,0.0134699,0.923017,0.920929,-1.29915,0.206285,1.73149,4722.85,2292.94,5.65169,0.99958
alpha_user_raw[94],0.242059,0.0146396,0.985449,0.962369,-1.41733,0.246066,1.85797,4588.38,2763.9,5.49078,0.999999
alpha_user_raw[95],0.446734,0.012745,0.812094,0.797779,-0.883009,0.445976,1.78766,4103.75,2270.54,4.91083,1.00263
alpha_user_raw[96],-0.0797687,0.00803491,0.591748,0.582079,-1.0556,-0.0787823,0.920124,5458.78,2915.65,6.53235,1.00261
alpha_user_raw[97],0.501328,0.0140679,0.877604,0.889904,-0.939566,0.497719,1.93367,3974.89,2894.78,4.75664,1.00123
alpha_user_raw[98],-0.241352,0.0141445,0.952804,0.939471,-1.81144,-0.268432,1.37079,4588.83,2426.61,5.49131,1.0009
alpha_user_raw[99],0.238398,0.0143435,0.95948,0.964057,-1.32899,0.259725,1.8028,4530.65,2704.14,5.4217,1.0007
alpha_user_raw[100],-0.00817639,0.0134595,0.945911,0.957404,-1.54692,-0.0196947,1.56031,5000.2,2746.69,5.98359,0.999622
alpha_user_raw[101],0.550446,0.0138019,0.91096,0.908435,-0.93368,0.567274,2.03853,4432.76,2151.8,5.30455,1.00122
alpha_user_raw[102],0.415119,0.0145874,0.963158,0.967859,-1.12984,0.395444,2.01873,4392.56,2601.35,5.25645,1.00111
alpha_user_raw[103],-0.229564,0.0147705,0.976632,0.976671,-1.84316,-0.208878,1.36986,4412.06,2813.7,5.27978,1.00258
alpha_user_raw[104],-0.519286,0.0129945,0.871772,0.86233,-1.96202,-0.519159,0.935457,4517.02,2720.44,5.40538,1.00318
alpha_user_raw[105],-0.22915,0.0149041,0.992883,0.985386,-1.88756,-0.219249,1.39807,4485.33,2836.02,5.36746,1.00018
alpha_user_raw[106],0.761308,0.010746,0.742107,0.727424,-0.496463,0.75641,1.98262,4869.53,2491.76,5.82722,1.00084
alpha_user_raw[107],0.23819,0.0159876,1.02321,1.05115,-1.51829,0.26076,1.89551,4116.08,2775.02,4.92559,1.00054
alpha_user_raw[108],0.234682,0.0143547,0.98422,0.989906,-1.40189,0.22998,1.89655,4685.97,2848.56,5.60756,1.00155
alpha_user_raw[109],0.22041,0.013771,0.954837,0.953932,-1.35364,0.246709,1.7958,4876.9,3041.54,5.83604,1.00011
alpha_user_raw[110],-0.163303,0.0119984,0.788992,0.768987,-1.4647,-0.172214,1.12726,4348.59,2533.34,5.20383,0.999958
alpha_user_raw[111],-0.00281545,0.012897,0.893519,0.872414,-1.49754,0.00430618,1.45041,4800.32,2320.18,5.7444,1.00122
alpha_user_raw[112],-0.199947,0.013781,0.973837,0.976906,-1.80955,-0.187336,1.43386,5063.78,2335.33,6.05968,1.00205
alpha_user_raw[113],0.231128,0.0145156,0.982462,1.01518,-1.40862,0.239177,1.78594,4567.71,2716.12,5.46604,1.00093
alpha_user_raw[114],0.220393,0.0130817,0.895069,0.874674,-1.24427,0.220561,1.70097,4706.03,2578.7,5.63157,1.00167
alpha_user_raw[115],0.0198784,0.0127272,0.884804,0.88992,-1.40997,0.00336158,1.45347,4885.48,2613.27,5.84631,1.00161
alpha_user_raw[116],-0.482625,0.0112989,0.743654,0.732662,-1.71062,-0.479946,0.748779,4367.91,2495.23,5.22695,1.00213
alpha_user_raw[117],-0.399006,0.0148104,0.946603,0.917862,-1.96069,-0.401878,1.17276,4145.44,2345.64,4.96073,1.00008
alpha_user_raw[118],0.232266,0.0146567,0.989486,0.99345,-1.39726,0.252764,1.80365,4559.28,2726.92,5.45596,1.00012
alpha_user_raw[119],-0.442189,0.01343,0.938198,0.96256,-1.99375,-0.446929,1.10206,4906.59,2554.28,5.87157,1.00025
alpha_user_raw[120],-0.235337,0.0141958,0.96302,0.951905,-1.79022,-0.239045,1.35754,4629.21,2890.74,5.53964,1.00269
alpha_user_raw[121],0.23429,0.0142081,0.975979,0.973534,-1.35237,0.2277,1.83143,4774.14,2790.39,5.71307,1.00153
alpha_user_raw[122],0.23007,0.0126754,0.947878,0.959992,-1.30395,0.226707,1.78413,5654.99,3044.92,6.76716,1.00121
alpha_user_raw[123],0.243702,0.0141717,0.940283,0.931038,-1.28693,0.247402,1.78062,4480.5,2628.86,5.36168,1.00319
alpha_user_raw[124],-0.439414,0.0136666,0.948469,0.954322,-2.02893,-0.433046,1.11867,4863.47,3044.44,5.81997,1.00007
alpha_user_raw[125],0.199491,0.0144941,0.963348,0.984018,-1.38466,0.206293,1.76267,4454.4,2892.42,5.33045,1.00156
alpha_user_raw[126],-0.224286,0.0135611,0.95583,0.922151,-1.79474,-0.217203,1.39161,5025.12,2811.58,6.01341,1.0032
alpha_user_raw[127],0.248111,0.0126834,0.948225,0.93747,-1.28757,0.247372,1.81818,5309.04,2499.61,6.35317,1.00255
alpha_user_raw[128],-0.249188,0.0143844,0.939191,0.97787,-1.78477,-0.25235,1.26759,4300.94,3087.48,5.1468,1.00147
alpha_user_raw[129],0.415795,0.0143356,0.956697,0.947224,-1.15415,0.421726,1.96089,4502.46,2220.86,5.38796,1.00112
alpha_user_raw[130],0.234939,0.0151194,0.983363,0.991023,-1.40064,0.23674,1.8323,4290.14,2849.68,5.13388,1.00041
alpha_user_raw[131],-0.194258,0.0136366,0.943719,0.960946,-1.75108,-0.195862,1.3479,4788.77,2562.68,5.73058,1.00112
alpha_user_raw[132],-0.226406,0.0142047,0.977223,0.985143,-1.84084,-0.20905,1.3911,4785.51,2806.84,5.72668,1.00055
alpha_user_raw[133],0.412802,0.0149066,0.926711,0.914566,-1.10467,0.405131,1.94324,3874.37,2747.45,4.63634,1.00071
alpha_user_raw[134],0.648744,0.013803,0.921954,0.929429,-0.848585,0.646221,2.11898,4472.77,2753.71,5.35243,0.999959
alpha_user_raw[135],0.24443,0.0134733,0.939381,0.946577,-1.27667,0.233317,1.82386,4905.18,2937.23,5.86988,1.00019
alpha_user_raw[136],-0.562559,0.0124297,0.864867,0.851564,-2.01967,-0.550519,0.844325,4900.67,3276.25,5.86449,1.00048
alpha_user_raw[137],-0.219843,0.0140272,0.974856,0.995849,-1.80725,-0.225249,1.39467,4846.84,2848.07,5.80007,1.0004
alpha_user_raw[138],0.234325,0.0155882,0.976805,0.979308,-1.36271,0.232788,1.84231,3963.45,2735.11,4.74294,1.00062
alpha_user_raw[139],0.580695,0.0129604,0.876825,0.863113,-0.828539,0.58233,1.99767,4597.57,2559.75,5.50178,1.00033
alpha_user_raw[140],0.377922,0.00850513,0.571724,0.569245,-0.561406,0.382475,1.3024,4575.19,2467.21,5.47499,1.00119
alpha_user_raw[141],-0.24507,0.0152574,1.00487,0.987121,-1.92138,-0.227424,1.3991,4444.93,2966.23,5.31911,1.00141
alpha_user_raw[142],-0.40436,0.0135278,0.914599,0.896703,-1.90424,-0.394845,1.10488,4597.91,2466.84,5.50219,1.00107
alpha_user_raw[143],0.00720052,0.0135613,0.902158,0.921322,-1.45928,0.0042355,1.49607,4460.28,3001.02,5.33749,1.00186
alpha_user_raw[144],-0.260907,0.0111772,0.74692,0.747901,-1.46481,-0.267405,0.952874,4479.62,2399.09,5.36063,1.00203
alpha_user_raw[145],-0.257716,0.0151546,0.977801,1.00647,-1.83431,-0.257118,1.32499,4210.41,2838.2,5.03848,1.00019
alpha_user_raw[146],0.218384,0.0143491,0.946367,0.909591,-1.36507,0.203933,1.82174,4396.55,2582.09,5.26123,0.999721
alpha_user_raw[147],-0.251402,0.0145197,0.979172,0.971408,-1.88698,-0.256472,1.38428,4621.65,2471.09,5.53059,1.00337
alpha_user_raw[148],0.262338,0.0142312,0.953264,0.932671,-1.31057,0.288376,1.82495,4512.94,2447.85,5.4005,0.999972
alpha_user_raw[149],0.207084,0.0147256,0.986078,0.985499,-1.42759,0.220902,1.81619,4513.94,2577.54,5.4017,0.999972
alpha_user_raw[150],-0.19487,0.0130672,0.908118,0.886752,-1.70742,-0.18764,1.29973,4849.17,2526.71,5.80286,1.00197
alpha_user_raw[151],0.431076,0.013782,0.955621,0.959108,-1.15461,0.427172,1.96473,4903.79,2669.85,5.86822,1.00157
alpha_user_raw[152],0.804551,0.0129895,0.891057,0.890212,-0.642859,0.817855,2.25392,4727.44,2723.79,5.65718,1.00118
alpha_user_raw[153],-0.213291,0.0135303,0.982142,0.999157,-1.78881,-0.214544,1.41224,5355.03,2266.63,6.4082,1.001
